2025-01-05,15:41:13,Ürün bulunamadı: Ürün Adı=kalem
2025-01-05,15:44:38,Ürün ekleme işlemi iptal edildi.
2025-01-05,15:44:54,Kullanıcı silinemedi: Kullanıcı ID=zeyno
2025-01-05,15:51:43,Kullanıcı silinemedi: Kullanıcı ID=7
